"Issue","Year","Format","Version","Disc","TrackNumber","Title","Artist","DiscogsReleaseID"
"4","2019","CD","CD-Reissue","1","6","Missing You","John Waite","14374039"
"4","2019","CD","CD-Reissue","1","7","Farewell My Summer Love","Michael Jackson","14374039"
"4","2019","CD","CD-Reissue","1","8","Hello","Lionel Richie","14374039"
"4","2019","CD","CD-Reissue","1","9","The War Song","Culture Club","14374039"
"4","2019","CD","CD-Reissue","1","10","Passengers","Elton John","14374039"
"4","2019","CD","CD-Reissue","1","11","Too Late For Goodbyes","Julian Lennon","14374039"
"4","2019","CD","CD-Reissue","1","12","Shout To The Top","The Style Council","14374039"
"4","2019","CD","CD-Reissue","1","13","Doctor! Doctor!","Thompson Twins","14374039"
"4","2019","CD","CD-Reissue","1","14","Sunset Now","Heaven 17","14374039"
"4","2019","CD","CD-Reissue","1","15","Respect Yourself","The Kane Gang","14374039"
"4","2019","CD","CD-Reissue","1","16","Private Dancer","Tina Turner","14374039"
"4","2019","CD","CD-Reissue","2","1","It's A Hard Life","Queen","14374039"
"4","2019","CD","CD-Reissue","2","2","The Wanderer","Status Quo","14374039"
"4","2019","CD","CD-Reissue","2","3","East Of Eden","Big Country","14374039"
"4","2019","CD","CD-Reissue","2","4","Pride (In The Name Of Love)","U2","14374039"
"4","2019","CD","CD-Reissue","2","5","Listen To Your Father","Feargal Sharkey","14374039"
"4","2019","CD","CD-Reissue","2","6","Tesla Girls","Orchestral Manoeuvres In The Dark","14374039"
"4","2019","CD","CD-Reissue","2","7","The Second Time","Kim Wilde","14374039"
"4","2019","CD","CD-Reissue","2","8","Human Racing","Nik Kershaw","14374039"
"4","2019","CD","CD-Reissue","2","9","Ghostbusters","Ray Parker Jr.","14374039"
"4","2019","CD","CD-Reissue","2","10","If It Happens Again","UB40","14374039"
"4","2019","CD","CD-Reissue","2","11","Jump (For My Love)","Pointer Sisters","14374039"
"4","2019","CD","CD-Reissue","2","12","Hot Water","Level 42","14374039"
"4","2019","CD","CD-Reissue","2","13","Sexcrime (Nineteen Eighty-Four)","Eurythmics","14374039"
"4","2019","CD","CD-Reissue","2","14","Somebody's Watching Me","Rockwell","14374039"
"4","2019","CD","CD-Reissue","2","15","Madam Butterfly (Un Bel Di Vedremo)","Malcolm McLaren","14374039"
"4","2019","CD","CD-Reissue","2","16","Gotta Get You Home Tonight","Eugene Wilde","14374039"
"4","1984","VHS","VHS-Original","1","0","Warning Sign","Nick Heyward","30277691"
"4","1984","VHS","VHS-Original","1","0","Blasphemous Rumours","Depeche Mode","30277691"
"4","1984","VHS","VHS-Original","1","0","This Is Mine","Heaven 17","30277691"
"4","1984","VHS","VHS-Original","1","0","Listen To Your Father","Feargal Sharkey","30277691"
"4","1984","VHS","VHS-Original","1","0","Aces High","Iron Maiden","30277691"
"4","1984","VHS","VHS-Original","1","0","It's A Hard Life","Queen","30277691"
"4","1984","VHS","VHS-Original","1","0","Private Dancer","Tina Turner","30277691"
"4","1984","VHS","VHS-Original","1","0","Together In Electric Dreams","Giorgio Moroder","30277691"
"4","1984","VHS","VHS-Original","1","0","If It Happens Again","UB40","30277691"
"4","1984","VHS","VHS-Original","1","0","Too Late For Goodbyes","Julian Lennon","30277691"
"4","1984","VHS","VHS-Original","1","0","The War Song","Culture Club","30277691"
"4","1984","VHS","VHS-Original","1","0","It's My Life","Talk Talk","30277691"
"4","1984","VHS","VHS-Original","1","0","Sister Of Mercy","Thompson Twins","30277691"
"4","1984","VHS","VHS-Original","1","0","Tesla Girls","Orchestral Manoeuvres In The Dark","30277691"
"4","1984","VHS","VHS-Original","1","0","Missing You","John Waite","30277691"
"4","1984","VHS","VHS-Original","1","0","Modern Girl","Meat Loaf","30277691"
"4","1984","VHS","VHS-Original","1","0","Madam Butterfly","Malcolm McLaren","30277691"
"4","1984","VHS","VHS-Original","1","0","Never Ending Story","Limahl","30277691"
"4","1984","VHS","VHS-Original","1","0","My Soul Unwraps (Tonight)","Savage Progress","30277691"
"4","1984","VHS","VHS-Original","1","0","Missing You","John Waite","2617184"
"4","1984","VHS","VHS-Original","1","0","Private Dancer","Tina Turner","2617184"
"4","1984","VHS","VHS-Original","1","0","Blasphemous Rumours","Depeche Mode","2617184"
"4","1984","VHS","VHS-Original","1","0","This Is Mine","Heaven 17","2617184"
"4","1984","VHS","VHS-Original","1","0","Listen To Your Father","Feargal Sharkey","2617184"
"4","1984","VHS","VHS-Original","1","0","Aces High","Iron Maiden","2617184"
"4","1984","VHS","VHS-Original","1","0","Tesla Girls","Orchestral Manoeuvres In The Dark","2617184"
"4","1984","VHS","VHS-Original","1","0","Warning Sign","Nick Heyward","2617184"
"4","1984","VHS","VHS-Original","1","0","Madam Butterfly","Malcolm McLaren","2617184"
"4","1984","VHS","VHS-Original","1","0","It's A Hard Life","Queen","2617184"
"4","1984","VHS","VHS-Original","1","0","Modern Girl","Meat Loaf","2617184"
"4","1984","VHS","VHS-Original","1","0","The Second Time","Kim Wilde","2617184"
"4","1984","VHS","VHS-Original","1","0","Human Racing","Nik Kershaw","2617184"
"4","1984","VHS","VHS-Original","1","0","Sister Of Mercy","Thompson Twins","2617184"
"4","1984","VHS","VHS-Original","1","0","Ghostbusters","Ray Parker Jr.","2617184"
"4","1984","VHS","VHS-Original","1","0","Too Late For Goodbyes","Julian Lennon","2617184"
"4","1984","VHS","VHS-Original","1","0","The War Song","Culture Club","2617184"
"4","1984","VHS","VHS-Original","1","0","Never Ending Story","Limahl","2617184"
"4","1984","VHS","VHS-Original","1","0","If It Happens Again","UB40","2617184"
"4","1984","VHS","VHS-Original","1","0","Together In Electric Dreams","Giorgio Moroder","2617184"
"4","1984","Vinyl","Vinyl-Original","A","1","No More Lonely Nights (Special Dance Mix)","Paul McCartney","795271"
"4","1984","Vinyl","Vinyl-Original","A","2","Together In Electric Dreams","Giorgio Moroder","795271"
"4","1984","Vinyl","Vinyl-Original","A","3","Why?","Bronski Beat","795271"
"4","1984","Vinyl","Vinyl-Original","A","4","The Never Ending Story","Limahl","795271"
"4","1984","Vinyl","Vinyl-Original","A","5","Warning Sign","Nick Heyward","795271"
"4","1984","Vinyl","Vinyl-Original","A","6","Missing You","John Waite","795271"
"4","1984","Vinyl","Vinyl-Original","A","7","Farewell My Summer Love","Michael Jackson","795271"
"4","1984","Vinyl","Vinyl-Original","A","8","Hello","Lionel Richie","795271"
"4","1984","Vinyl","Vinyl-Original","B","1","The War Song","Culture Club","795271"
"4","1984","Vinyl","Vinyl-Original","B","2","Passengers","Elton John","795271"
"4","1984","Vinyl","Vinyl-Original","B","3","Too Late For Goodbyes","Julian Lennon","795271"
"4","1984","Vinyl","Vinyl-Original","B","4","Shout To The Top","The Style Council","795271"
"4","1984","Vinyl","Vinyl-Original","B","5","Doctor! Doctor!","Thompson Twins","795271"
"4","1984","Vinyl","Vinyl-Original","B","6","Sunset Now","Heaven 17","795271"
"4","1984","Vinyl","Vinyl-Original","B","7","Respect Yourself","The Kane Gang","795271"
"4","1984","Vinyl","Vinyl-Original","B","8","Private Dancer","Tina Turner","795271"
"4","1984","Vinyl","Vinyl-Original","C","1","It's A Hard Life","Queen","795271"
"4","1984","Vinyl","Vinyl-Original","C","2","The Wanderer","Status Quo","795271"
"4","1984","Vinyl","Vinyl-Original","C","3","East Of Eden","Big Country","795271"
"4","1984","Vinyl","Vinyl-Original","C","4","Pride (In The Name Of Love)","U2","795271"
"4","1984","Vinyl","Vinyl-Original","C","5","Listen To Your Father","Feargal Sharkey","795271"
"4","1984","Vinyl","Vinyl-Original","C","6","Tesla Girls","Orchestral Manoeuvres In The Dark","795271"
"4","1984","Vinyl","Vinyl-Original","C","7","The Second Time","Kim Wilde","795271"
"4","1984","Vinyl","Vinyl-Original","C","8","Human Racing","Nik Kershaw","795271"
"4","1984","Vinyl","Vinyl-Original","D","1","Ghostbusters (Searchin' For The Spirit)","Ray Parker Jr.","795271"
"4","1984","Vinyl","Vinyl-Original","D","2","If It Happens Again","UB40","795271"
"4","1984","Vinyl","Vinyl-Original","D","3","Jump (For My Love)","Pointer Sisters","795271"
"4","1984","Vinyl","Vinyl-Original","D","4","Hot Water","Level 42","795271"
"4","1984","Vinyl","Vinyl-Original","D","5","Sexcrime (Nineteen Eighty-Four)","Eurythmics","795271"
"4","1984","Vinyl","Vinyl-Original","D","6","Somebody's Watching Me","Rockwell","795271"
"4","1984","Vinyl","Vinyl-Original","D","7","Madam Butterfly","Malcolm McLaren","795271"
"4","1984","Vinyl","Vinyl-Original","D","8","Gotta Get You Home Tonight","Eugene Wilde","795271"
"5","1985","Cassette","Cassette-Original","A","1","A View To A Kill","Duran Duran","2002534"
"5","1985","Cassette","Cassette-Original","A","1","A View To A Kill","Duran Duran","14931304"
"5","1985","Cassette","Cassette-Original","A","1","A View To A Kill","Duran Duran","12710113"
"5","1985","Cassette","Cassette-Original","A","2","The Word Girl","Scritti Politti","14931304"
"5","1985","Cassette","Cassette-Original","A","2","The Word Girl","Scritti Politti","2002534"
"5","1985","Cassette","Cassette-Original","A","2","The Word Girl","Scritti Politti","12710113"
"5","1985","Cassette","Cassette-Original","A","3","Axel F","Harold Faltermeyer","2002534"
"5","1985","Cassette","Cassette-Original","A","3","Axel F","Harold Faltermeyer","14931304"
"5","1985","Cassette","Cassette-Original","A","3","Axel F","Harold Faltermeyer","12710113"
"5","1985","Cassette","Cassette-Original","A","4","Johnny Come Home","Fine Young Cannibals","12710113"
"5","1985","Cassette","Cassette-Original","A","4","Johnny Come Home","Fine Young Cannibals","2002534"
"5","1985","Cassette","Cassette-Original","A","4","Johnny Come Home","Fine Young Cannibals","14931304"
"5","1985","Cassette","Cassette-Original","A","5","In Too Deep","Dead Or Alive","2002534"
"5","1985","Cassette","Cassette-Original","A","5","In Too Deep","Dead Or Alive","14931304"
"5","1985","Cassette","Cassette-Original","A","5","In Too Deep","Dead Or Alive","12710113"
"5","1985","Cassette","Cassette-Original","A","6","Icing On The Cake","Stephen Duffy","12710113"
"5","1985","Cassette","Cassette-Original","A","6","Icing On The Cake","Stephen Duffy","2002534"
"5","1985","Cassette","Cassette-Original","A","6","Icing On The Cake","Stephen Duffy","14931304"
"5","1985","Cassette","Cassette-Original","A","7","Cherish","Kool & The Gang","2002534"
"5","1985","Cassette","Cassette-Original","A","7","Cherish","Kool & The Gang","12710113"
"5","1985","Cassette","Cassette-Original","A","7","Cherish","Kool & The Gang","14931304"
"5","1985","Cassette","Cassette-Original","A","8","Every Time You Go Away","Paul Young","14931304"
"5","1985","Cassette","Cassette-Original","A","8","Every Time You Go Away","Paul Young","12710113"
"5","1985","Cassette","Cassette-Original","A","8","Every Time You Go Away","Paul Young","2002534"
"5","1985","Cassette","Cassette-Original","B","1","Kayleigh","Marillion","12710113"
"5","1985","Cassette","Cassette-Original","B","1","Kayleigh","Marillion","14931304"
"5","1985","Cassette","Cassette-Original","B","1","Kayleigh","Marillion","2002534"
"5","1985","Cassette","Cassette-Original","B","2","Slave To Love","Bryan Ferry","2002534"
"5","1985","Cassette","Cassette-Original","B","2","Slave To Love","Bryan Ferry","12710113"
"5","1985","Cassette","Cassette-Original","B","2","Slave To Love","Bryan Ferry","14931304"
"5","1985","Cassette","Cassette-Original","B","3","This Is Not America","David Bowie","14931304"
"5","1985","Cassette","Cassette-Original","B","3","This Is Not America","David Bowie","2002534"
"5","1985","Cassette","Cassette-Original","B","3","This Is Not America","David Bowie","12710113"
"5","1985","Cassette","Cassette-Original","B","4","Don't You (Forget About Me)","Simple Minds","2002534"
"5","1985","Cassette","Cassette-Original","B","4","Don't You (Forget About Me)","Simple Minds","12710113"
"5","1985","Cassette","Cassette-Original","B","4","Don't You (Forget About Me)","Simple Minds","14931304"
"5","1985","Cassette","Cassette-Original","B","5","Get It On","The Power Station","2002534"
"5","1985","Cassette","Cassette-Original","B","5","Get It On","The Power Station","12710113"
"5","1985","Cassette","Cassette-Original","B","5","Get It On","The Power Station","14931304"
"5","1985","Cassette","Cassette-Original","B","6","Black Man Ray","China Crisis","14931304"
"5","1985","Cassette","Cassette-Original","B","6","Black Man Ray","China Crisis","12710113"
"5","1985","Cassette","Cassette-Original","B","6","Black Man Ray","China Crisis","2002534"
"5","1985","Cassette","Cassette-Original","B","7","One More Night","Phil Collins","12710113"
"5","1985","Cassette","Cassette-Original","B","7","One More Night","Phil Collins","14931304"
"5","1985","Cassette","Cassette-Original","B","7","One More Night","Phil Collins","2002534"
"5","1985","Cassette","Cassette-Original","C","1","Frankie","Sister Sledge","14931304"
"5","1985","Cassette","Cassette-Original","C","1","Frankie","Sister Sledge","12710113"
"5","1985","Cassette","Cassette-Original","C","1","Frankie","Sister Sledge","2002534"
"5","1985","Cassette","Cassette-Original","C","2","History","Mai Tai","12710113"
"5","1985","Cassette","Cassette-Original","C","2","History","Mai Tai","2002534"
"5","1985","Cassette","Cassette-Original","C","2","History","Mai Tai","14931304"
"5","1985","Cassette","Cassette-Original","C","3","Money's Too Tight (To Mention)","Simply Red","2002534"
"5","1985","Cassette","Cassette-Original","C","3","Money's Too Tight (To Mention)","Simply Red","14931304"
"5","1985","Cassette","Cassette-Original","C","3","Money's Too Tight (To Mention)","Simply Red","12710113"
"5","1985","Cassette","Cassette-Original","C","4","Feel So Real","Steve Arrington","2002534"
"5","1985","Cassette","Cassette-Original","C","4","Feel So Real","Steve Arrington","14931304"
"5","1985","Cassette","Cassette-Original","C","4","Feel So Real","Steve Arrington","12710113"
"5","1985","Cassette","Cassette-Original","C","5","Round And Around","Jaki Graham","14931304"
"5","1985","Cassette","Cassette-Original","C","5","Round And Around","Jaki Graham","2002534"
"5","1985","Cassette","Cassette-Original","C","5","Round And Around","Jaki Graham","12710113"
"5","1985","Cassette","Cassette-Original","C","6","Turn It Up","The Conway Brothers","14931304"
"5","1985","Cassette","Cassette-Original","C","6","Turn It Up","The Conway Brothers","2002534"
"5","1985","Cassette","Cassette-Original","C","6","Turn It Up","The Conway Brothers","12710113"
"5","1985","Cassette","Cassette-Original","C","7","Magic Touch","Loose Ends","14931304"
"5","1985","Cassette","Cassette-Original","C","7","Magic Touch","Loose Ends","2002534"
"5","1985","Cassette","Cassette-Original","C","7","Magic Touch","Loose Ends","12710113"
"5","1985","Cassette","Cassette-Original","C","8","N-N-Nineteen Not Out","The Commentators","14931304"
"5","1985","Cassette","Cassette-Original","C","8","N-N-Nineteen Not Out","The Commentators","2002534"
"5","1985","Cassette","Cassette-Original","C","8","N-N-Nineteen Not Out","The Commentators","12710113"
"5","1985","Cassette","Cassette-Original","D","1","The Unforgettable Fire","U2","2002534"
"5","1985","Cassette","Cassette-Original","D","1","The Unforgettable Fire","U2","14931304"
"5","1985","Cassette","Cassette-Original","D","1","The Unforgettable Fire","U2","12710113"
"5","1985","Cassette","Cassette-Original","D","2","Walls Come Tumbling Down!","The Style Council","12710113"
"5","1985","Cassette","Cassette-Original","D","2","Walls Come Tumbling Down!","The Style Council","14931304"
"5","1985","Cassette","Cassette-Original","D","2","Walls Come Tumbling Down!","The Style Council","2002534"
"5","1985","Cassette","Cassette-Original","D","3","Walking On Sunshine","Katrina And The Waves","12710113"
"5","1985","Cassette","Cassette-Original","D","3","Walking On Sunshine","Katrina And The Waves","14931304"
"5","1985","Cassette","Cassette-Original","D","3","Walking On Sunshine","Katrina And The Waves","2002534"
"5","1985","Cassette","Cassette-Original","D","4","Out In The Fields","Gary Moore","12710113"
"5","1985","Cassette","Cassette-Original","D","4","Out In The Fields","Gary Moore","2002534"
"5","1985","Cassette","Cassette-Original","D","4","Out In The Fields","Gary Moore","14931304"
